tail,f1_macro_medio,f1_macro_std,acc_medio,uuc_acc_medio,inner_medio,outer_medio,halfpoint_medio
0,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
10,0.6245894694244049,0.08825136172156686,0.6142292490118577,0.308300395256917,0.9201581027667984,0.6142292490118577,0.5477250030446961
20,0.642999763248047,0.08844796411872075,0.6274703557312253,0.3521739130434782,0.9027667984189722,0.6274703557312253,0.5528070622188269
30,0.6394345085756873,0.08483510184733965,0.6187747035573122,0.3786561264822134,0.8588932806324111,0.6187747035573122,0.5347195696460403
40,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
50,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
60,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
70,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
80,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
90,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
100,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
110,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
120,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
130,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
140,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
150,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
160,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
170,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
180,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
190,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
200,0.6306541516829907,0.10103465714475887,0.6061264822134388,0.40553359683794465,0.8067193675889328,0.6061264822134388,0.5142332942045998
