tail,f1_macro_medio,f1_macro_std,acc_medio,uuc_acc_medio,inner_medio,outer_medio,halfpoint_medio
0,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
10,0.7302003243215642,0.07683826477256427,0.7106719367588932,0.5794466403162055,0.841897233201581,0.7106719367588932,0.60225430483495
20,0.7194358957278627,0.09568453420566837,0.7017786561264823,0.6671936758893281,0.7363636363636363,0.7017786561264823,0.5664608294930875
30,0.6800821181844323,0.06476362749005808,0.6713438735177866,0.7106719367588934,0.6320158102766797,0.6713438735177866,0.4978185328185328
40,0.6360000004288617,0.0419013309273273,0.6448616600790513,0.7545454545454545,0.5351778656126481,0.6448616600790513,0.4341962352157255
50,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
60,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
70,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
80,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
90,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
100,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
110,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
120,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
130,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
140,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
150,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
160,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
170,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
180,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
190,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
200,0.6297189546772277,0.04189153240377528,0.6405138339920949,0.7545454545454545,0.5264822134387351,0.6405138339920949,0.4272996834915876
