tail,f1_macro_medio,f1_macro_std,acc_medio,uuc_acc_medio,inner_medio,outer_medio,halfpoint_medio
0,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
10,0.7386447687660087,0.08793754099956472,0.7193675889328063,0.5794466403162055,0.859288537549407,0.7193675889328063,0.6176389202195653
20,0.7424094762561768,0.10088454175380807,0.7237154150197629,0.6320158102766797,0.8154150197628459,0.7237154150197629,0.6127451820903081
30,0.7252853519403526,0.08412223961077044,0.7104743083003953,0.6932806324110672,0.7276679841897232,0.7104743083003953,0.5702747252747252
40,0.7092959599893096,0.06462669962979253,0.7017786561264823,0.7371541501976283,0.6664031620553359,0.7017786561264823,0.5362707535121328
50,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
60,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
70,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
80,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
90,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
100,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
110,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
120,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
130,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
140,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
150,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
160,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
170,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
180,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
190,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
200,0.704431582734115,0.06396267588990186,0.6974308300395257,0.7371541501976283,0.6577075098814229,0.6974308300395257,0.5293742017879949
