tail,f1_macro_medio,f1_macro_std,acc_medio,uuc_acc_medio,inner_medio,outer_medio,halfpoint_medio
0,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
10,0.6930571178588225,0.07072090203255463,0.6843873517786562,0.7015810276679841,0.6671936758893281,0.6843873517786562,0.5227573243453462
20,0.6748098848998028,0.0575801989881687,0.675494071146245,0.7628458498023715,0.5881422924901185,0.675494071146245,0.4823712093533065
30,0.5934582288443244,0.06342619278394396,0.6318181818181818,0.8158102766798419,0.44782608695652176,0.6318181818181818,0.3811973681334295
40,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
50,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
60,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
70,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
80,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
90,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
100,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
110,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
120,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
130,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
140,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
150,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
160,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
170,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
180,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
190,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
200,0.5696319691953227,0.05380644668192001,0.6185770750988142,0.833201581027668,0.4039525691699605,0.6185770750988142,0.34932462867245473
