tail,f1_macro,accuracy,uuc_accuracy,inner_metric,outer_metric,halfpoint
0,0.3058772335838146,0.7132172131147541,0.9990663900414938,0.1621,0.713285519125683,0.1618087442603314
100,0.8421512419221435,0.7315573770491803,0.6170643153526971,0.9523,0.7327868852459016,0.5478340907783467
200,0.8726665569100561,0.8284153005464481,0.7779564315352697,0.9257,0.8292691256830601,0.6482039072894055
300,0.8753506161378791,0.8591188524590164,0.8383817427385892,0.8991,0.8596653005464481,0.6854986276303752
400,0.8714262944084274,0.8741803278688525,0.8747406639004149,0.8731,0.8745901639344262,0.7032621828433346
500,0.8610442770093406,0.8786885245901639,0.8967323651452282,0.8439,0.8789617486338798,0.7037778333750313
600,0.8511082944161035,0.8808743169398907,0.9134336099585062,0.8181,0.8811475409836066,0.7010883537578199
700,0.8385783224292176,0.8800887978142077,0.9262966804979254,0.791,0.8802595628415301,0.6925838367918746
800,0.8266930032530855,0.8783811475409836,0.9358402489626556,0.7676,0.878551912568306,0.683100471656136
900,0.8133356670538149,0.8748633879781421,0.9429979253112033,0.7435,0.8750341530054645,0.6698801693846292
1000,0.7981830918501607,0.8707308743169399,0.9494813278008298,0.7189,0.8709016393442623,0.6550938582103153
1100,0.7834252662051184,0.8661885245901639,0.9547717842323652,0.6954,0.8663592896174863,0.6396247240618101
1200,0.7699760590730151,0.8621584699453552,0.9598029045643154,0.6739,0.862363387978142,0.6254292343387471
1300,0.7582781043675834,0.8584016393442623,0.9635892116182573,0.6556,0.8585724043715847,0.6125957764903757
1400,0.7456175797522696,0.8539959016393442,0.96649377593361,0.6371,0.8541666666666666,0.5984407289122675
1500,0.7335009127914791,0.8499316939890711,0.9693464730290456,0.6197,0.850136612021858,0.5851194410348409
1600,0.71936849277112,0.8454234972677596,0.9724585062240664,0.6005,0.8455259562841531,0.5702212515430634
1700,0.7066005319806625,0.8414617486338798,0.975155601659751,0.5837,0.8415642076502732,0.5570187995037694
1800,0.6946198365360037,0.8377732240437158,0.9774896265560166,0.5684,0.8378756830601093,0.5447575234809278
1900,0.6820104958211212,0.8333674863387979,0.9785269709543568,0.5535,0.8334699453551913,0.531496062992126
2000,0.6691609094640067,0.8288592896174863,0.9802385892116182,0.537,0.8289275956284153,0.5172912050862152
