tail,f1_macro_medio,f1_macro_std,acc_medio,uuc_acc_medio,inner_medio,outer_medio,halfpoint_medio
0,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
10,0.6832598285284808,0.09984310527459417,0.6669960474308301,0.4399209486166008,0.8940711462450593,0.6669960474308301,0.5824416085706408
20,0.6836122795378359,0.09035376894463822,0.658300395256917,0.5280632411067193,0.7885375494071145,0.658300395256917,0.5465402377167082
30,0.6605061614806647,0.06698617040944436,0.6409090909090909,0.5976284584980236,0.684189723320158,0.6409090909090909,0.49440172830265705
40,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
50,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
60,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
70,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
80,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
90,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
100,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
110,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
120,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
130,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
140,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
150,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
160,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
170,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
180,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
190,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
200,0.640913147658957,0.05425421828402447,0.6361660079051383,0.6675889328063243,0.6047430830039525,0.6361660079051383,0.4570873166470889
