tail,f1_macro,accuracy,uuc_accuracy,inner_metric,outer_metric,halfpoint
0,0.22877089985657625,0.6936475409836066,0.9991182572614108,0.1047,0.6936475409836066,0.10452231206948188
100,0.8327522119297803,0.7202185792349727,0.6082987551867219,0.936,0.7211407103825137,0.5332725615314494
200,0.8569804608612359,0.8150273224043716,0.7718879668049793,0.8982,0.8155396174863389,0.6238366439783303
300,0.851880667304938,0.8433060109289617,0.8351659751037345,0.859,0.8436133879781421,0.6518439823949006
400,0.8376876001520169,0.8539959016393442,0.8716804979253112,0.8199,0.8542008196721311,0.6572871572871573
500,0.8173769504121512,0.8554303278688524,0.8942946058091287,0.7805,0.8556010928961748,0.6483635155341418
600,0.7988065882686385,0.8554644808743169,0.9118775933609958,0.7467,0.8556352459016393,0.6382596803145568
700,0.7794828095542136,0.8532103825136612,0.9252593360995851,0.7143,0.8533811475409836,0.62433353727821
800,0.7629446011077843,0.8504098360655737,0.9350103734439834,0.6873,0.8505806010928961,0.610770461210344
900,0.7438977114275727,0.8457991803278688,0.9429460580912863,0.6585,0.8459699453551912,0.5932432432432433
1000,0.7227552194489477,0.8404030054644809,0.9493775933609958,0.6303,0.8405054644808743,0.574252915451895
1100,0.7041919236961585,0.8354166666666667,0.9545124481327801,0.6058,0.8354849726775956,0.5569550427507585
1200,0.6870891290391176,0.83125,0.9596473029045643,0.5837,0.8313183060109289,0.5415661532751902
1300,0.6724965856826585,0.8274931693989072,0.9638485477178423,0.5646,0.8275273224043715,0.5278115359446574
1400,0.6544477966013852,0.8221653005464481,0.9669605809128631,0.543,0.8221994535519126,0.5104822788380182
1500,0.6421682141314805,0.8188524590163935,0.9701763485477178,0.5271,0.8189207650273224,0.49843971631205675
1600,0.6271645443068061,0.8144808743169399,0.9731846473029045,0.5085,0.8145150273224043,0.4835029000665589
1700,0.6129701487712415,0.8100068306010929,0.9755705394190871,0.4908,0.8100409836065574,0.46872314010123195
1800,0.5998588051558711,0.8059767759562841,0.9779564315352697,0.4744,0.8060109289617486,0.4550599520383693
1900,0.5873674814315026,0.8017418032786885,0.979356846473029,0.4593,0.801775956284153,0.4417195614541258
2000,0.5760620883182641,0.7978825136612022,0.9808609958506224,0.4451,0.7979166666666667,0.4292602951104253
