tail,f1_macro,accuracy,uuc_accuracy,inner_metric,outer_metric,halfpoint
0,0.3058772335838146,0.7132172131147541,0.9990663900414938,0.1621,0.713285519125683,0.1618087442603314
100,0.842979716048247,0.7329234972677595,0.6191390041493776,0.9523,0.7341530054644809,0.5490976186357608
200,0.8733624426465383,0.8291325136612022,0.779045643153527,0.9257,0.8299863387978142,0.6491584852734923
300,0.8756863091746584,0.8595286885245902,0.8390041493775934,0.8991,0.8600751366120218,0.6861263736263736
400,0.8716826801426595,0.8743852459016394,0.875,0.8732,0.8747950819672131,0.7036261079774375
500,0.8610442770093406,0.8786885245901639,0.8967323651452282,0.8439,0.8789617486338798,0.7037778333750313
600,0.8511702852307844,0.8809426229508197,0.9135373443983402,0.8181,0.8812158469945355,0.7012085368989457
700,0.8385783224292176,0.8800887978142077,0.9262966804979254,0.791,0.8802595628415301,0.6925838367918746
800,0.8267328105659917,0.8784494535519126,0.9359439834024896,0.7676,0.878620218579235,0.6832220738762795
900,0.8134238426702566,0.8749658469945355,0.9431535269709543,0.7435,0.8751366120218579,0.6700612833453496
1000,0.7982515948339909,0.8707991803278688,0.9495850622406639,0.7189,0.8709699453551912,0.6552132701421801
1100,0.783471642261765,0.8662226775956284,0.9548236514522822,0.6954,0.8663934426229508,0.6396835617698464
1200,0.7700905272814978,0.8622609289617487,0.9599585062240664,0.6739,0.8624658469945355,0.6256034162643892
1300,0.7583513849543254,0.8584699453551913,0.9636929460580913,0.6556,0.8586407103825137,0.6127102803738318
1400,0.7456637117451538,0.8540300546448087,0.966545643153527,0.6371,0.8542008196721311,0.5984969469234382
1500,0.7336333562251386,0.850068306010929,0.9695539419087137,0.6197,0.8502732240437159,0.5853405119486162
1600,0.71936849277112,0.8454234972677596,0.9724585062240664,0.6005,0.8455259562841531,0.5702212515430634
1700,0.7066005319806625,0.8414617486338798,0.975155601659751,0.5837,0.8415642076502732,0.5570187995037694
1800,0.6946521739217901,0.8378073770491803,0.9775414937759336,0.5684,0.8379098360655738,0.5448097383302981
1900,0.6820104958211212,0.8333674863387979,0.9785269709543568,0.5535,0.8334699453551913,0.531496062992126
2000,0.6692071847756966,0.8288934426229508,0.9802904564315352,0.537,0.8289617486338798,0.5173410404624278
