tail,f1_macro_medio,f1_macro_std,acc_medio,acc_std,uuc_acc_medio,uuc_acc_std,inner_medio,inner_std,outer_medio,outer_std,halfpoint_medio,halfpoint_std
0,0.6627351145252035,0.05762989077792957,0.6622529644268775,0.07594797634976803,0.7284584980237154,0.15346762836504174,0.5960474308300395,0.07702542232102316,0.6622529644268775,0.07594797634976803,0.4730596606458676,0.06438917949527376
10,0.7056801074356376,0.1037053906505775,0.6887351778656127,0.10545658986705757,0.5007905138339921,0.2545393169416926,0.8766798418972332,0.05240099104877959,0.6887351778656127,0.10545658986705757,0.5958240213648183,0.06904691152759954
20,0.7081702414336946,0.09349627741195443,0.6843873517786562,0.1133043784362257,0.5889328063241107,0.23284624901755405,0.7798418972332015,0.05946745073472022,0.6843873517786562,0.1133043784362257,0.5650308025308025,0.08645215475632766
30,0.683418482882155,0.07397331338158496,0.66699604743083,0.09841817864022714,0.658498023715415,0.19039078899263356,0.675494071146245,0.0645661580402617,0.66699604743083,0.09841817864022714,0.5122628043462889,0.07235765320914515
40,0.6627351145252035,0.05762989077792957,0.6622529644268775,0.07594797634976803,0.7284584980237154,0.15346762836504174,0.5960474308300395,0.07702542232102316,0.6622529644268775,0.07594797634976803,0.4730596606458676,0.06438917949527376
50,0.6627351145252035,0.05762989077792957,0.6622529644268775,0.07594797634976803,0.7284584980237154,0.15346762836504174,0.5960474308300395,0.07702542232102316,0.6622529644268775,0.07594797634976803,0.4730596606458676,0.06438917949527376
60,0.6627351145252035,0.05762989077792957,0.6622529644268775,0.07594797634976803,0.7284584980237154,0.15346762836504174,0.5960474308300395,0.07702542232102316,0.6622529644268775,0.07594797634976803,0.4730596606458676,0.06438917949527376
